Algorithm,sol,val,submodular_val,cost,runtime,lazy_epsilon,sample_epsilon,user_sample_ratio,scaling_factor,num_rare_skills,num_common_skills,num_popular_skills,num_sampled_skills,seed,k,cardinality_constraint,num_of_partitions
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 94, 1897, 3248, 4270, 955, 3125, 166]",19260,21600,2340,19.112833705963567,,,1,800,5,40,5,50,7,,4,4
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 94, 1897, 3248, 4270, 955, 3125, 166]",19260,21600,2340,1.613049485022202,,,1,800,5,40,5,50,7,,4,4
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 94, 1897, 3248, 4270, 596, 772, 1160, 2365, 166, 345, 1000]",21345,24800,3455,16.913961066864427,,,1,800,5,40,5,50,7,,4,5
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 94, 1897, 3248, 596, 772, 1160, 2365, 4270, 166, 785, 1187]",21345,24800,3455,1.6155508991796523,,,1,800,5,40,5,50,7,,4,5
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508]",12600,12800,200,10.842914527980609,,,1,800,5,40,5,50,7,,5,1
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508]",12600,12800,200,1.6177816351410002,,,1,800,5,40,5,50,7,,5,1
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 418, 3234, 4270, 955, 3985]",17160,19200,2040,11.439358928939328,,,1,800,5,40,5,50,7,,5,2
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 418, 3234, 4270, 955, 3985]",17160,19200,2040,1.6070542600937188,,,1,800,5,40,5,50,7,,5,2
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 3196, 2609, 4270, 1503, 619, 3183, 4517, 4349]",18365,21600,3235,22.837729135062546,,,1,800,5,40,5,50,7,,5,3
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 3196, 2609, 1503, 619, 3183, 4270, 4517]",18365,20800,2435,1.5195526001043618,,,1,800,5,40,5,50,7,,5,3
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 94, 1897, 3248, 3669, 955, 3125, 166, 374, 616]",21990,24800,2810,18.5722069919575,,,1,800,5,40,5,50,7,,5,4
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 94, 1897, 3248, 3669, 955, 3125, 166, 374, 1187]",21990,24800,2810,1.5222285939380529,,,1,800,5,40,5,50,7,,5,4
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 94, 1897, 3248, 3669, 596, 772, 1160, 2365, 3723, 166, 1000, 1187, 2765, 4293]",24675,28800,4125,14.320323323830962,,,1,800,5,40,5,50,7,,5,5
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 94, 1897, 3248, 3669, 596, 772, 1160, 2365, 3723, 166, 1187, 2765, 4293, 4517]",24425,28800,4375,1.5171696259640155,,,1,800,5,40,5,50,7,,5,5
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243]",14175,14400,225,10.219363805139436,,,1,800,5,40,5,50,7,,6,1
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243]",14175,14400,225,2.7789358308073133,,,1,800,5,40,5,50,7,,6,1
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 418, 3234, 4270, 955, 3985, 3125]",19135,21600,2465,11.012802171055226,,,1,800,5,40,5,50,7,,6,2
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 418, 3234, 4270, 955, 3985, 3125]",19135,21600,2465,1.6006623089779168,,,1,800,5,40,5,50,7,,6,2
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 3196, 2609, 4270, 1503, 3183, 596, 772, 4517]",20490,23200,2710,23.584353247191764,,,1,800,5,40,5,50,7,,6,3
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 3196, 2609, 1503, 3183, 596, 772, 4270, 4517]",20490,23200,2710,1.6524624000303447,,,1,800,5,40,5,50,7,,6,3
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 3248, 3669, 2609, 366, 492, 955, 3985, 3125, 166, 374, 1000]",23790,27200,3410,21.945045480038967,,,1,800,5,40,5,50,7,,6,4
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 3248, 3669, 2609, 366, 492, 955, 3985, 3125, 166, 374, 1187]",23790,27200,3410,1.53098503802903,,,1,800,5,40,5,50,7,,6,4
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 3248, 3669, 2609, 1241, 366, 492, 772, 1160, 3723, 3812, 1027, 1000, 2765, 4517]",25795,29600,3805,40.99040531506761,,,1,800,5,40,5,50,7,,6,5
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 3248, 3669, 2609, 1241, 366, 492, 772, 1160, 3723, 3812, 1027, 2765, 4517]",25495,28800,3305,1.5993571321014315,,,1,800,5,40,5,50,7,,6,5
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018]",15725,16000,275,10.475202429108323,,,1,800,5,40,5,50,7,,7,1
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018]",15725,16000,275,1.6481174221262336,,,1,800,5,40,5,50,7,,7,1
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2210, 4270, 955, 418, 3985, 3125, 166]",19985,23200,3215,11.385093981865792,,,1,800,5,40,5,50,7,,7,2
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2210, 4270, 955, 418, 3985, 3125, 166]",19985,23200,3215,1.551256102975458,,,1,800,5,40,5,50,7,,7,2
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2609, 2210, 4270, 3183, 596, 772, 1160, 3723, 4517]",22220,25600,3380,21.180264793802053,,,1,800,5,40,5,50,7,,7,3
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2609, 2210, 3183, 596, 772, 1160, 3723, 4270, 4517]",22220,25600,3380,1.861573033966124,,,1,800,5,40,5,50,7,,7,3
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 366, 492, 527, 584, 776, 955, 3985, 166, 374, 616, 1000, 1187]",24790,28800,4010,19.753385158954192,,,1,800,5,40,5,50,7,,7,4
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 366, 492, 527, 584, 776, 955, 3985, 166, 374, 1187, 2643, 2765]",24790,28800,4010,1.6466400739736855,,,1,800,5,40,5,50,7,,7,4
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 1241, 366, 492, 527, 584, 772, 2365, 3723, 3812, 1027, 3033, 3108, 1000, 2765]",26945,30400,3455,42.110807409975685,,,1,800,5,40,5,50,7,,7,5
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 1241, 366, 492, 527, 584, 772, 2365, 3723, 3812, 1027, 3033, 3108, 2765]",26645,29600,2955,1.632953854976222,,,1,800,5,40,5,50,7,,7,5
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770]",17275,17600,325,10.859485139837489,,,1,800,5,40,5,50,7,,8,1
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770]",17275,17600,325,1.877862884895876,,,1,800,5,40,5,50,7,,8,1
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 4270, 955, 3234, 3985, 3125, 166, 374, 616]",21035,24800,3765,12.527414181968195,,,1,800,5,40,5,50,7,,8,2
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 4270, 955, 3234, 3985, 3125, 166, 374, 1187]",21035,24800,3765,1.4870720840990543,,,1,800,5,40,5,50,7,,8,2
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 4270, 3183, 3196, 4026, 596, 772, 1160, 3723, 3812, 4517]",23220,26400,3180,21.64078868785873,,,1,800,5,40,5,50,7,,8,3
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3183, 3196, 4026, 596, 772, 1160, 3723, 3812, 4270, 4517]",23220,26400,3180,1.7096112070139498,,,1,800,5,40,5,50,7,,8,3
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 201, 492, 527, 584, 776, 1197, 1348, 955, 3985, 166, 1000, 1187, 2643, 2765]",26265,30400,4135,58.93897921196185,,,1,800,5,40,5,50,7,,8,4
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 201, 492, 527, 584, 776, 1197, 1348, 955, 3985, 166, 1187, 2643, 2765]",25965,29600,3635,1.5174860050901768,,,1,800,5,40,5,50,7,,8,4
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 201, 1241, 492, 527, 584, 776, 1197, 2365, 3723, 3812, 1027, 3033, 3108, 4323, 3985, 1000, 2765]",28870,32800,3930,41.89318683696911,,,1,800,5,40,5,50,7,,8,5
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 201, 1241, 492, 527, 584, 776, 1197, 2365, 3723, 3812, 1027, 3033, 3108, 4323, 3985, 2765]",28570,32000,3430,1.4981529228389263,,,1,800,5,40,5,50,7,,8,5
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669]",18775,19200,425,13.192922581918538,,,1,800,5,40,5,50,7,,9,1
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669]",18775,19200,425,1.7945663721766325,,,1,800,5,40,5,50,7,,9,1
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 955, 3234, 3985, 3125, 166, 374, 616, 1000, 1187]",22190,26400,4210,12.19146038312465,,,1,800,5,40,5,50,7,,9,2
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 955, 3234, 3985, 3125, 166, 374, 1187, 2643, 2765]",22190,26400,4210,1.5052918519359082,,,1,800,5,40,5,50,7,,9,2
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 3183, 3196, 4026, 596, 772, 1160, 3723, 3812, 1027, 4517]",24325,27200,2875,22.51081016799435,,,1,800,5,40,5,50,7,,9,3
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 3183, 3196, 4026, 596, 772, 1160, 3723, 3812, 1027, 4517]",24325,27200,2875,1.9864939381368456,,,1,800,5,40,5,50,7,,9,3
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 201, 455, 492, 527, 584, 776, 1348, 1699, 1897, 955, 166, 1000, 1187, 2643, 2765]",27240,31200,3960,50.530505937989794,,,1,800,5,40,5,50,7,,9,4
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 201, 455, 492, 527, 584, 776, 1348, 1699, 1897, 955, 166, 1187, 2643, 2765]",26940,30400,3460,1.46498867101036,,,1,800,5,40,5,50,7,,9,4
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 201, 455, 1241, 492, 527, 584, 776, 1348, 1699, 3723, 3812, 1027, 3033, 3108, 4323, 3985, 1000, 2765]",29745,33600,3855,101.06711223092859,,,1,800,5,40,5,50,7,,9,5
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 201, 455, 1241, 492, 527, 584, 776, 1348, 1699, 3723, 3812, 1027, 3033, 3108, 4323, 3985, 2765]",29445,32800,3355,1.5073423159774393,,,1,800,5,40,5,50,7,,9,5
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 201]",19550,20000,450,12.933491360861806,,,1,800,5,40,5,50,7,,10,1
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 201]",19550,20000,450,1.4456117670051754,,,1,800,5,40,5,50,7,,10,1
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 201, 955, 3234, 3985, 3125, 166, 374, 616, 1000, 1187, 2643]",23265,28000,4735,11.449779876973482,,,1,800,5,40,5,50,7,,10,2
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 201, 955, 3234, 3985, 3125, 166, 374, 1187, 2643, 2765, 4293]",23265,28000,4735,1.968329638009891,,,1,800,5,40,5,50,7,,10,2
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 201, 3183, 3196, 4026, 772, 1160, 3723, 3812, 1027, 3033, 3108]",25550,28000,2450,23.077787099871784,,,1,800,5,40,5,50,7,,10,3
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 201, 3183, 3196, 4026, 772, 1160, 3723, 3812, 1027, 3033, 3108]",25550,28000,2450,1.9406347111798825,,,1,800,5,40,5,50,7,,10,3
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 201, 455, 946, 492, 527, 776, 1348, 1699, 1897, 3508, 3183, 955, 1000, 1187, 2643]",28040,31200,3160,51.44760290603154,,,1,800,5,40,5,50,7,,10,4
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 201, 455, 946, 492, 527, 776, 1348, 1699, 1897, 3508, 3183, 955, 1187, 2643]",27740,30400,2660,1.5447084598708898,,,1,800,5,40,5,50,7,,10,4
partition_matroid_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 201, 455, 946, 1241, 492, 527, 776, 1348, 1699, 1897, 3508, 3723, 3812, 3033, 3108, 4323, 1000, 2765]",30145,33600,3455,98.2119901110418,,,1,800,5,40,5,50,7,,10,5
cost_scaled_partition_matroid_scaled_lazy_greedy,"[1624, 2802, 3525, 9, 508, 1243, 1018, 2770, 3669, 201, 455, 946, 1241, 492, 527, 776, 1348, 1699, 1897, 3508, 3723, 3812, 3033, 3108, 4323, 2765]",29845,32800,2955,1.5833922461606562,,,1,800,5,40,5,50,7,,10,5
partition_matroid_greedy,[124],3500,4000,500,9.195897204102948,,,1,800,5,40,5,50,8,,1,1
cost_scaled_partition_matroid_scaled_lazy_greedy,[2518],3175,3200,25,1.5595310819335282,,,1,800,5,40,5,50,8,,1,1
partition_matroid_greedy,"[124, 266]",6600,7200,600,9.973928576800972,,,1,800,5,40,5,50,8,,1,2
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 2136]",5075,5600,525,1.9955733318347484,,,1,800,5,40,5,50,8,,1,2
partition_matroid_greedy,"[124, 266, 250]",7650,8800,1150,9.249865526100619,,,1,800,5,40,5,50,8,,1,3
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 3057, 3133]",6425,7200,775,1.8535940879955888,,,1,800,5,40,5,50,8,,1,3
partition_matroid_greedy,"[124, 266, 1064, 2453]",9575,11200,1625,9.802240098826589,,,1,800,5,40,5,50,8,,1,4
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1438, 4427]",8975,10400,1425,1.5398772330954669,,,1,800,5,40,5,50,8,,1,4
partition_matroid_greedy,"[124, 266, 1064, 152]",10375,11200,825,11.976796081988141,,,1,800,5,40,5,50,8,,1,5
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 152, 124]",8775,9600,825,1.8632562689017504,,,1,800,5,40,5,50,8,,1,5
partition_matroid_greedy,"[124, 266]",6600,7200,600,9.433579667005688,,,1,800,5,40,5,50,8,,2,1
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266]",6275,6400,125,1.862479278119281,,,1,800,5,40,5,50,8,,2,1
partition_matroid_greedy,"[124, 266, 3057, 389]",10850,12000,1150,9.664328636834398,,,1,800,5,40,5,50,8,,2,2
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1438, 389]",8775,9600,825,2.151364078046754,,,1,800,5,40,5,50,8,,2,2
partition_matroid_greedy,"[124, 266, 3057, 95, 2453, 546]",11925,14400,2475,10.347848776960744,,,1,800,5,40,5,50,8,,2,3
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 3057, 1603, 3133, 546]",11075,12800,1725,2.014693880919367,,,1,800,5,40,5,50,8,,2,3
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3125, 2453]",14600,16800,2200,19.18121637194417,,,1,800,5,40,5,50,8,,2,4
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 1438, 3125]",13450,14400,950,1.5752370981499553,,,1,800,5,40,5,50,8,,2,4
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3125, 1486, 133]",15701,17600,1899,13.447054551914336,,,1,800,5,40,5,50,8,,2,5
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 772, 2365, 4464, 934]",15200,16800,1600,1.763965856982395,,,1,800,5,40,5,50,8,,2,5
partition_matroid_greedy,"[124, 266, 3057]",9650,10400,750,9.903391956118867,,,1,800,5,40,5,50,8,,3,1
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064]",8650,8800,150,1.7275224251206964,,,1,800,5,40,5,50,8,,3,1
partition_matroid_greedy,"[124, 266, 3057, 95, 3125, 1486]",13525,15200,1675,9.50301696686074,,,1,800,5,40,5,50,8,,3,2
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 1438, 389, 3125]",12350,13600,1250,1.85503162490204,,,1,800,5,40,5,50,8,,3,2
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3125, 2453, 546, 2113]",14800,18400,3600,10.459856546018274,,,1,800,5,40,5,50,8,,3,3
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 130, 1603, 2365, 3133, 546, 2113]",14150,16800,2650,1.6238137020263819,,,1,800,5,40,5,50,8,,3,3
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3712, 3125, 1486, 2687, 2453]",17976,20800,2824,18.669670538045466,,,1,800,5,40,5,50,8,,3,4
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 3712, 311, 1438, 3125, 4464]",17625,19200,1575,1.955961161991581,,,1,800,5,40,5,50,8,,3,4
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3712, 1241, 3125, 4341, 133, 3858, 278]",19697,22400,2703,16.904896793188527,,,1,800,5,40,5,50,8,,3,5
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 3712, 1371, 2365, 2248, 3125, 4341, 4464, 278]",20500,23200,2700,1.8509942451491952,,,1,800,5,40,5,50,8,,3,5
partition_matroid_greedy,"[124, 266, 3057, 95]",11225,12000,775,10.452053708024325,,,1,800,5,40,5,50,8,,4,1
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297]",10950,11200,250,1.6580086259637028,,,1,800,5,40,5,50,8,,4,1
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3125, 1486, 4341]",16200,18400,2200,9.972925639012828,,,1,800,5,40,5,50,8,,4,2
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 1438, 3125, 124, 4464]",15650,17600,1950,1.826631548115984,,,1,800,5,40,5,50,8,,4,2
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3712, 3125, 1486, 2453, 546, 2113, 267]",17475,22400,4925,10.533433568896726,,,1,800,5,40,5,50,8,,4,3
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 130, 1603, 2365, 3125, 101, 546, 2113, 267]",16850,20800,3950,1.7058773851022124,,,1,800,5,40,5,50,8,,4,3
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3712, 4310, 3125, 1486, 4341, 2687, 694]",20751,23200,2449,17.995647908886895,,,1,800,5,40,5,50,8,,4,4
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 3712, 4310, 4522, 130, 3125, 4341, 4464, 425]",20850,23200,2350,1.5345495438668877,,,1,800,5,40,5,50,8,,4,4
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3712, 4310, 1241, 3125, 4341, 1371, 3858, 304, 2365, 278, 885]",22896,26400,3504,15.968452027067542,,,1,800,5,40,5,50,8,,4,5
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 3712, 4310, 1371, 996, 3125, 4341, 4464, 3858, 304, 2365, 278, 885]",22941,26400,3459,1.8164491350762544,,,1,800,5,40,5,50,8,,4,5
partition_matroid_greedy,"[124, 266, 3057, 95, 1064]",12800,13600,800,10.093462460907176,,,1,800,5,40,5,50,8,,5,1
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 3712]",12525,12800,275,1.574222591938451,,,1,800,5,40,5,50,8,,5,1
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3712, 3125, 1486, 4341, 425]",18175,20800,2625,10.272697573993355,,,1,800,5,40,5,50,8,,5,2
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 3712, 1438, 3125, 124, 4464, 425]",17625,20000,2375,1.5641489559784532,,,1,800,5,40,5,50,8,,5,2
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3712, 4310, 3125, 1486, 4341, 546, 2113, 267]",19550,24000,4450,19.7536367198918,,,1,800,5,40,5,50,8,,5,3
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 3712, 130, 1603, 2365, 3125, 4341, 546, 2113, 267]",19325,23200,3875,1.9613880859687924,,,1,800,5,40,5,50,8,,5,3
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3712, 4310, 2168, 3125, 4341, 4464, 2687, 694, 733, 425]",23411,26400,2989,22.438511382089924,,,1,800,5,40,5,50,8,,5,4
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 3712, 4310, 1371, 4522, 3125, 2687, 64, 4464, 425, 1467, 885]",21926,24800,2874,1.6991545890923592,,,1,800,5,40,5,50,8,,5,4
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3712, 4310, 2168, 3125, 4341, 4464, 1371, 2395, 694, 2365, 412, 2774, 3028, 278, 3663]",25910,30400,4490,16.390277825994414,,,1,800,5,40,5,50,8,,5,5
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 3712, 4310, 1371, 996, 3125, 95, 2395, 4341, 4464, 304, 2365, 412, 2774, 278, 885, 1083]",25240,29600,4360,1.7366398831363767,,,1,800,5,40,5,50,8,,5,5
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3712]",14375,15200,825,11.405148421879856,,,1,800,5,40,5,50,8,,6,1
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 3712, 4310]",14100,14400,300,1.7263358558993789,,,1,800,5,40,5,50,8,,6,1
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3712, 4310, 3125, 1486, 4341, 425, 1467]",20150,23200,3050,11.070805290015414,,,1,800,5,40,5,50,8,,6,2
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 3712, 4310, 1438, 3125, 124, 4464, 425, 1467]",19600,22400,2800,1.522175672929734,,,1,800,5,40,5,50,8,,6,2
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3712, 4310, 2168, 3125, 4341, 4464, 487, 546, 267]",21680,25600,3920,20.506385557120662,,,1,800,5,40,5,50,8,,6,3
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 3712, 4310, 130, 1603, 2365, 3125, 4341, 487, 546, 267]",21470,24800,3330,1.8825433310121296,,,1,800,5,40,5,50,8,,6,3
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3712, 4310, 2168, 3125, 4341, 4464, 511, 2687, 733, 1067, 1348, 425, 3376]",25186,28800,3614,18.97422065888532,,,1,800,5,40,5,50,8,,6,4
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 3712, 4310, 1371, 996, 3125, 2687, 64, 694, 733, 4464, 425, 885, 1083, 3376]",23541,27200,3659,2.1542629380710423,,,1,800,5,40,5,50,8,,6,4
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3712, 4310, 2168, 3125, 4341, 4464, 511, 1371, 2395, 733, 1067, 2365, 412, 2774, 4323, 425, 3663, 4176, 4403]",28085,33600,5515,15.613151497906074,,,1,800,5,40,5,50,8,,6,5
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 3712, 4310, 1371, 996, 3125, 95, 370, 2395, 1241, 304, 2365, 412, 2774, 3028, 278, 885, 3663, 4176, 4467]",25685,30400,4715,1.5393147359136492,,,1,800,5,40,5,50,8,,6,5
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3712, 4310]",15950,16800,850,10.161099542863669,,,1,800,5,40,5,50,8,,7,1
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 3712, 4310, 1371]",15625,16000,375,2.0879799560643733,,,1,800,5,40,5,50,8,,7,1
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3712, 4310, 2168, 3125, 4341, 4464, 425, 1467, 616]",22010,25600,3590,12.014921579975633,,,1,800,5,40,5,50,8,,7,2
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 3712, 4310, 1371, 3125, 124, 4341, 4464, 425, 1467, 885]",21225,24800,3575,1.8019976660143584,,,1,800,5,40,5,50,8,,7,2
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3712, 4310, 2168, 3125, 4341, 4464, 511, 487, 130, 546, 267]",23105,27200,4095,24.489985101856288,,,1,800,5,40,5,50,8,,7,3
cost_scaled_partition_matroid_scaled_lazy_greedy,"[2518, 266, 1064, 2297, 3712, 4310, 1371, 1603, 2365, 3125, 4341, 487, 130, 3260]",22745,24800,2055,1.781376862898469,,,1,800,5,40,5,50,8,,7,3
partition_matroid_greedy,"[124, 266, 3057, 95, 1064, 3712, 4310, 2168, 3125, 4341, 4464, 511, 1089, 2687, 733, 1067, 1348, 1617, 425, 3663, 4109]",26961,31200,4239,20.792218495160338,,,1,800,5,40,5,50,8,,7,4
