Algorithm,sol,val,submodular_val,cost,runtime,lazy_epsilon,sample_epsilon,user_sample_ratio,scaling_factor,num_rare_skills,num_common_skills,num_popular_skills,num_sampled_skills,seed,k
stochastic_distorted_greedy_0.1,[142],3150,3200,50,0.08366344300156925,,0.1,0.4,800,5,5,40,50,6,1
stochastic_distorted_greedy_0.1,"[4165, 142, 2248, 2448, 784]",7950,8800,850,0.23136364899983164,,0.1,0.4,800,5,5,40,50,6,5
stochastic_distorted_greedy_0.1,"[1650, 4528, 123, 771, 2248, 4306, 3436, 1115, 3041, 1485]",10990,12000,1010,0.27284792899808963,,0.1,0.4,800,5,5,40,50,6,10
stochastic_distorted_greedy_0.1,"[338, 142, 3054, 1115, 4552, 4335, 3878, 3208, 2248, 1753, 3050, 2448, 1604, 220, 2213]",16616,18400,1784,0.28957916800209205,,0.1,0.4,800,5,5,40,50,6,15
stochastic_distorted_greedy_0.1,"[4346, 4552, 771, 3633, 3878, 784, 3436, 1753, 2429, 1323, 3088, 2448, 3885, 2213, 4411, 410, 220, 1000, 1243, 3041]",18151,20000,1849,0.2858633430005284,,0.1,0.4,800,5,5,40,50,6,20
stochastic_distorted_greedy_0.1,"[1323, 3777, 2248, 1604, 1809, 784, 1753, 1057, 4335, 1243, 4411, 1485, 4552, 4030, 3134, 2352, 634, 318, 4532, 2546, 2448, 3368, 2059]",19450,22400,2950,0.3150079400002141,,0.1,0.4,800,5,5,40,50,6,25
stochastic_distorted_greedy_0.1,"[1650, 2248, 771, 4528, 1809, 142, 1402, 2213, 784, 1604, 2676, 4241, 3134, 1451, 3041, 2429, 485, 975, 1753, 4335, 2916, 1000, 634, 2448, 1243, 2059, 1481]",22845,26400,3555,0.3424926530024095,,0.1,0.4,800,5,5,40,50,6,30
stochastic_distorted_greedy_0.1,"[732, 2760, 4552, 2242, 2070, 2849, 2213, 1451, 3208, 4161, 3134, 3092, 3878, 1485, 3041, 1753, 634, 2248, 1966, 2916, 1000, 4327, 2448, 220, 3732, 1604, 4528, 485, 2641]",22086,26400,4314,0.31121186500240583,,0.1,0.4,800,5,5,40,50,6,35
stochastic_distorted_greedy_0.1,"[1115, 3041, 771, 2203, 4346, 2248, 2603, 1604, 3878, 2429, 4335, 1243, 1968, 1451, 318, 4411, 1079, 4528, 4260, 3368, 3732, 2916, 634, 2448, 485, 1000, 3633, 1753, 220]",23373,27200,3827,0.35386405600002035,,0.1,0.4,800,5,5,40,50,6,40
stochastic_distorted_greedy_0.1,"[622, 1251, 784, 4528, 3054, 3041, 1115, 3208, 2248, 2603, 1392, 2429, 410, 3878, 142, 3134, 2213, 4482, 2916, 2448, 318, 485, 1243, 1604, 1753, 2641]",21930,24800,2870,0.3257631340020453,,0.1,0.4,800,5,5,40,50,6,45
stochastic_distorted_greedy_0.1,"[1213, 4165, 1028, 1243, 2227, 1753, 1115, 419, 3878, 410, 142, 3041, 1337, 1604, 4030, 1057, 3134, 2546, 3088, 4509, 2641, 4532, 1485, 2676, 975, 4490, 3050, 485, 220, 2448, 634]",23141,27200,4059,0.32259583799896063,,0.1,0.4,800,5,5,40,50,6,50
stochastic_distorted_greedy_0.1,[3351],5575,5600,25,0.17720883400033927,,0.1,1.0,800,5,5,40,50,6,1
stochastic_distorted_greedy_0.1,"[3351, 2976, 455, 153, 3135]",14570,15200,630,0.5779013600003964,,0.1,1.0,800,5,5,40,50,6,5
stochastic_distorted_greedy_0.1,"[3351, 55, 2518, 2669, 2228, 4198, 565, 4364, 2775, 2900]",17995,18400,405,0.7042481409989705,,0.1,1.0,800,5,5,40,50,6,10
stochastic_distorted_greedy_0.1,"[4315, 2669, 455, 1219, 935, 1053, 3508, 4198, 95, 2552, 394, 2579, 1808, 4106, 1988]",22595,23200,605,0.7156637640000554,,0.1,1.0,800,5,5,40,50,6,15
stochastic_distorted_greedy_0.1,"[4315, 4424, 4056, 333, 4246, 2125, 3351, 708, 2463, 1002, 2552, 2579, 3508, 3840, 4007, 2420, 574, 1447, 172, 1053]",26198,27200,1002,0.7566927160005434,,0.1,1.0,800,5,5,40,50,6,20
stochastic_distorted_greedy_0.1,"[369, 3840, 2669, 3351, 124, 2552, 856, 708, 4198, 3135, 2919, 3508, 2420, 950, 4555, 2775, 4050, 1015, 565, 1386, 3022, 414, 1624, 4231, 1327]",30071,32000,1929,0.9844795870012604,,0.1,1.0,800,5,5,40,50,6,25
stochastic_distorted_greedy_0.1,"[297, 3356, 2716, 1525, 4206, 4068, 3508, 1053, 3842, 3145, 574, 153, 3840, 2919, 1002, 255, 2976, 3509, 708, 4253, 4231, 4392, 3022, 986, 2552, 1327, 2579, 1808, 1631]",31315,33600,2285,0.9550229149972438,,0.1,1.0,800,5,5,40,50,6,30
stochastic_distorted_greedy_0.1,"[97, 1053, 1219, 3840, 3789, 2579, 1910, 981, 3198, 115, 255, 2646, 3121, 574, 1447, 634, 2919, 3037, 4253, 1897, 2121, 172, 4136, 1170, 1327, 1831, 3197, 479, 1988, 754, 2552]",32600,34400,1800,0.801203261999035,,0.1,1.0,800,5,5,40,50,6,35
stochastic_distorted_greedy_0.1,"[3380, 3581, 2775, 3840, 4060, 1910, 2669, 565, 2518, 607, 2579, 3052, 1790, 708, 1170, 1804, 1447, 925, 1015, 3121, 986, 4261, 4231, 4136, 1053, 479, 2552, 1631, 754, 1327, 2919, 1988]",33010,35200,2190,0.8115962089977984,,0.1,1.0,800,5,5,40,50,6,40
stochastic_distorted_greedy_0.1,"[107, 55, 1219, 4411, 3554, 479, 29, 2420, 565, 3037, 3855, 2775, 909, 1108, 1447, 4445, 3419, 333, 1640, 925, 4136, 3135, 1053, 3197, 767, 3052, 986, 4392, 1327, 2552, 1988, 754]",33845,36000,2155,0.7844033450019197,,0.1,1.0,800,5,5,40,50,6,45
stochastic_distorted_greedy_0.1,"[1758, 455, 1219, 3351, 2077, 574, 1661, 1831, 153, 394, 2125, 1640, 2579, 3145, 3789, 2775, 2089, 1053, 3509, 3135, 2552, 3508, 4392, 4231, 414, 1386, 754, 2861, 986, 463, 1631, 2000, 2104]",33191,36800,3609,0.7875875290010299,,0.1,1.0,800,5,5,40,50,6,50
stochastic_distorted_greedy_0.1,[1739],3975,4000,25,0.07274709600096685,,0.1,0.4,800,5,5,40,50,7,1
stochastic_distorted_greedy_0.1,"[1739, 1078, 1375, 9, 1625]",11025,11200,175,0.2341897580008663,,0.1,0.4,800,5,5,40,50,7,5
stochastic_distorted_greedy_0.1,"[1739, 1375, 1625, 1077, 1078, 9, 2530, 3145, 2750, 1218]",15470,16000,530,0.2849955380006577,,0.1,0.4,800,5,5,40,50,7,10
stochastic_distorted_greedy_0.1,"[289, 4555, 2034, 9, 1625, 3041, 1078, 584, 1739, 2705, 3145, 3089, 1098, 3878, 2530]",19450,20000,550,0.3016151810006704,,0.1,0.4,800,5,5,40,50,7,15
stochastic_distorted_greedy_0.1,"[3380, 805, 2705, 9, 622, 2804, 3581, 1375, 1739, 3145, 3878, 3020, 431, 1335, 1625, 3562, 3041, 1040, 1379, 358]",20885,22400,1515,0.3012711480005237,,0.1,0.4,800,5,5,40,50,7,20
stochastic_distorted_greedy_0.1,"[1739, 768, 3609, 1375, 2595, 592, 2804, 2750, 1123, 1661, 1447, 1078, 2530, 3878, 1625, 1443, 2757, 4555, 1409, 2838, 670, 3020]",22013,23200,1187,0.311468944997614,,0.1,0.4,800,5,5,40,50,7,25
stochastic_distorted_greedy_0.1,"[3380, 2280, 9, 1625, 1122, 3237, 2705, 584, 3041, 1364, 932, 2804, 3020, 2530, 1098, 1078, 1443, 670, 2143, 1000, 2129, 2757, 3878, 1949]",22818,25600,2782,0.3235208279984363,,0.1,0.4,800,5,5,40,50,7,30
stochastic_distorted_greedy_0.1,"[2034, 584, 1375, 1547, 2595, 1661, 3669, 2057, 1447, 3273, 3581, 1443, 9, 2757, 1077, 431, 3041, 3020, 2804, 3878, 2129, 768, 1949, 670]",22288,24800,2512,0.3168931969994446,,0.1,0.4,800,5,5,40,50,7,35
stochastic_distorted_greedy_0.1,"[4555, 3020, 1409, 2280, 622, 2705, 3609, 9, 2143, 932, 2804, 3487, 2057, 670, 3280, 1078, 1218, 2040, 3041, 2641, 2129, 1701, 1235, 358]",22495,24800,2305,0.3349588199998834,,0.1,0.4,800,5,5,40,50,7,40
stochastic_distorted_greedy_0.1,"[3020, 4357, 3562, 3669, 1141, 161, 2953, 2276, 2530, 670, 1625, 1989, 3089, 2040, 580, 3145, 2034, 3878, 1443, 2757, 2705, 1235, 3041, 431, 2129, 1379, 1447, 1218]",24983,27200,2217,0.3315198500022234,,0.1,0.4,800,5,5,40,50,7,45
stochastic_distorted_greedy_0.1,"[3018, 1375, 4289, 1123, 1739, 1077, 1625, 2838, 2705, 2143, 584, 1447, 3020, 3878, 3041, 1040, 2129, 592, 3089, 2757, 3732, 431, 1379, 670, 2641]",22990,26400,3410,0.3238185310001427,,0.1,0.4,800,5,5,40,50,7,50
stochastic_distorted_greedy_0.1,[2280],3975,4000,25,0.209232790999522,,0.1,1.0,800,5,5,40,50,7,1
stochastic_distorted_greedy_0.1,"[4555, 3351, 9, 4534, 3822]",10975,11200,225,0.7268778369980282,,0.1,1.0,800,5,5,40,50,7,5
stochastic_distorted_greedy_0.1,"[85, 3323, 3351, 4534, 1909, 3822, 3389, 2280, 97, 103]",16500,17600,1100,0.7908307979996607,,0.1,1.0,800,5,5,40,50,7,10
stochastic_distorted_greedy_0.1,"[2280, 297, 2228, 977, 3119, 1624, 4352, 3756, 3389, 2420, 4534, 2947, 3919, 201, 9]",21215,22400,1185,0.8646610860014334,,0.1,1.0,800,5,5,40,50,7,15
stochastic_distorted_greedy_0.1,"[4534, 3351, 97, 9, 1361, 3323, 394, 3738, 3264, 813, 297, 1243, 3756, 3554, 201, 3581, 3878, 1976, 4352, 3147]",24680,25600,920,0.7445721819967729,,0.1,1.0,800,5,5,40,50,7,20
stochastic_distorted_greedy_0.1,"[3323, 1219, 3738, 4369, 9, 1132, 2144, 3525, 2169, 3351, 2919, 4428, 2420, 201, 103, 2947, 4534, 297, 3006, 4352, 4049, 1943, 3542, 4046, 2992]",27690,28800,1110,0.940837169000588,,0.1,1.0,800,5,5,40,50,7,25
stochastic_distorted_greedy_0.1,"[4125, 4315, 3525, 122, 103, 300, 2511, 2169, 97, 606, 1219, 9, 1625, 201, 3554, 3842, 3738, 1132, 2163, 4534, 2552, 3919, 3402, 4352, 4253, 1800, 546, 2390, 297, 4430]",27419,30400,2981,1.00811999799771,,0.1,1.0,800,5,5,40,50,7,30
stochastic_distorted_greedy_0.1,"[4315, 1775, 1438, 2664, 4411, 82, 2552, 3919, 4369, 1219, 103, 2420, 2511, 1909, 2169, 1237, 3554, 1800, 3304, 3878, 9, 4352, 4046, 4534, 4539, 1243, 4136, 3822, 4428, 1053, 3523]",30200,32000,1800,0.8547307859989814,,0.1,1.0,800,5,5,40,50,7,35
stochastic_distorted_greedy_0.1,"[297, 9, 2280, 455, 2797, 2552, 3756, 4347, 3402, 3304, 103, 2919, 3581, 1237, 99, 3007, 1132, 3020, 3919, 4534, 4369, 2390, 1371, 4346, 3054, 4136, 1800, 1844, 3336, 4411, 3812, 394, 4352, 3140, 3033]",35543,37600,2057,0.9497684620000656,,0.1,1.0,800,5,5,40,50,7,40
stochastic_distorted_greedy_0.1,"[1562, 2280, 103, 607, 115, 1132, 97, 2477, 1566, 2664, 3581, 2420, 4352, 9, 1243, 1237, 2144, 3590, 297, 3402, 1082, 3756, 3554, 3878, 201, 2201, 3006, 4346, 3812, 1800, 4534, 2992, 3523, 4185, 3140]",33405,36000,2595,0.9294187000014064,,0.1,1.0,800,5,5,40,50,7,45
stochastic_distorted_greedy_0.1,"[4325, 2511, 1132, 4004, 3738, 4411, 981, 3684, 3554, 9, 4347, 1943, 4352, 4369, 4086, 3822, 297, 2992, 1219, 2907, 4261, 596, 758, 1800, 1053, 103, 3336, 1000, 3523, 3140, 3402, 4185, 3022, 546, 3033]",32600,36800,4200,0.8292100040016521,,0.1,1.0,800,5,5,40,50,7,50
stochastic_distorted_greedy_0.1,[2246],3500,4000,500,0.08123215299929143,,0.1,0.4,800,5,5,40,50,8,1
stochastic_distorted_greedy_0.1,"[1243, 2246, 1201, 2648, 3145]",9625,10400,775,0.25969922799777123,,0.1,0.4,800,5,5,40,50,8,5
stochastic_distorted_greedy_0.1,"[27, 2246, 1201, 4327, 95, 2648, 2104, 215, 2987, 1456]",13599,15200,1601,0.2836283549986547,,0.1,0.4,800,5,5,40,50,8,10
stochastic_distorted_greedy_0.1,"[1243, 2611, 3145, 2227, 2648, 3629, 1604, 2432, 2246, 2104, 3335, 2728, 3419, 1201, 1456]",15995,17600,1605,0.3250818150008854,,0.1,0.4,800,5,5,40,50,8,15
stochastic_distorted_greedy_0.1,"[1243, 2246, 1780, 3145, 215, 1456, 2987, 3419, 3833, 3146, 1604, 877, 4279, 3946, 2104, 2060, 1923, 2648, 3829, 2861]",18439,21600,3161,0.3417988080000214,,0.1,0.4,800,5,5,40,50,8,20
stochastic_distorted_greedy_0.1,"[2916, 4221, 2342, 3132, 1213, 1201, 95, 2296, 2432, 1382, 3419, 3146, 1408, 569, 1774, 4124, 2861, 1631, 1495, 3335, 4339, 3291, 1619, 3829]",19250,22400,3150,0.324363417999848,,0.1,0.4,800,5,5,40,50,8,25
stochastic_distorted_greedy_0.1,"[144, 3145, 2249, 95, 1315, 1201, 85, 2432, 4310, 2987, 569, 301, 1456, 2648, 195, 3536, 3946, 3833, 4339, 4300, 1619, 1052, 4484, 3993, 3599]",20605,24000,3395,0.4561080310013495,,0.1,0.4,800,5,5,40,50,8,30
stochastic_distorted_greedy_0.1,"[2611, 932, 715, 2246, 1736, 2648, 1534, 3599, 3335, 2987, 215, 2208, 4016, 1464, 3419, 2060, 2104, 3291, 2327, 1617, 780, 1456, 1000, 2331, 3829, 1619, 2861]",22619,27200,4581,0.348435795000114,,0.1,0.4,800,5,5,40,50,8,35
