alg,sol,val,submodular_val,cost,runtime,lazy_epsilon,sample_epsilon,user_sample_ratio,scaling_factor,num_rare_skills,num_common_skills,num_popular_skills,num_sampled_skills,seed
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.001968142983969301,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0017932259943336248,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0019608569564297795,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0019370379741303623,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0018216430325992405,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0034467660007067025,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0021781630348414183,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.00211718596983701,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002163389988709241,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002028056012932211,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0032165179727599025,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002099785953760147,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0023597610415890813,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002209105994552374,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0021723569952882826,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002131438988726586,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002318928949534893,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.005030035972595215,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0022650700411759317,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002094958967063576,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0024428220349363983,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0029087309958413243,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0021230819984339178,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.003550802997779101,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002915583027061075,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0020425700349733233,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0023322789929807186,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0030514009995386004,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0021135510178282857,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002417545998468995,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0031047899974510074,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0020512809860520065,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0023344209766946733,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0028853359981440008,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002093244984280318,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0023337900056503713,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.004025041009299457,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0020654589752666652,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002323071996215731,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.006174086011014879,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0021060180151835084,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002189436985645443,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.009480408974923193,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0020690870005637407,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0023162030265666544,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0026975980144925416,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0022155569749884307,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002081502985674888,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0021545820054598153,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0059735599788837135,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0022144029499031603,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0025939990300685167,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0023945089778862894,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002394081966485828,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0020578140392899513,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0023702839971520007,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.007322227000258863,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002183239965233952,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0020446129492484033,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0033726480323821306,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0021769540035165846,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0020807450055144727,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002047144982498139,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002097819000482559,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0027513810200616717,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002136934024747461,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002230901038274169,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0034123839577659965,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0021536219865083694,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002841903013177216,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002435242000501603,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.006184822006616741,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0022971919970586896,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002083831001073122,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.005176721955649555,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.0021307990537025034,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.002063297957647592,,,0.005,800,5,40,4,50,6
unconstrained_distorted_greedy,"{2881, 1215, 613, 1094, 488, 584, 3754, 557, 1137, 3699, 3667, 4019, 406, 2231, 1247}",191,5600,5409,0.003896637004800141,,,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.0063764709630049765,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.00581209798110649,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.005832966009620577,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.008290947997011244,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.005782109976280481,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.0134249739930965,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.005778595979791135,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.006417450029402971,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.007799262006301433,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.005906431993935257,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.009517393016722053,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.006167665997054428,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.0059395619900897145,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.006146671017631888,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.007232700998429209,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.006051437987480313,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.012055617989972234,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.005891645036172122,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.006254462001379579,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.006996493029873818,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.0063664549961686134,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.006674010015558451,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.00736965995747596,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.006356134952511638,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.006441815989091992,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.0068784040049649775,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.007372906955424696,,0.01,0.005,800,5,40,4,50,6
stochastic_distorted_greedy,"{2881, 1094, 584, 3181, 3857, 3667, 3699, 3989, 1942, 4089, 3803, 1215}",6506,7200,694,0.0070201720227487385,,0.01,0.005,800,5,40,4,50,6
