alg,sol,val,submodular_val,cost,runtime,error_epsilon,sample_epsilon,user_sample_ratio,scaling_factor,num_rare_skills,num_common_skills,num_popular_skills,num_sampled_skills,seed,k
distorted_greedy,[687],3190,3200,10,0.020113904029130936,,,0.4,800,5,40,5,50,6,1
distorted_greedy,"[687, 37, 990, 287, 223]",13461,13600,139,0.12498557497747242,,,0.4,800,5,40,5,50,6,5
distorted_greedy,"[687, 37, 990, 287, 223, 741, 852, 1495, 691, 1138]",21405,21600,195,0.18386613798793405,,,0.4,800,5,40,5,50,6,10
distorted_greedy,"[687, 37, 990, 287, 223, 741, 852, 1495, 691, 1138, 1465, 1339, 1371, 1411, 1687]",25390,25600,210,0.284323554020375,,,0.4,800,5,40,5,50,6,15
distorted_greedy,"[687, 37, 990, 287, 223, 741, 852, 1495, 691, 1138, 1465, 1339, 1371, 1411, 1687, 31, 1567, 784, 584, 832]",29357,29600,243,0.3772579990327358,,,0.4,800,5,40,5,50,6,20
distorted_greedy,"[687, 37, 990, 287, 223, 741, 852, 1495, 691, 1138, 1465, 1339, 1371, 1411, 1687, 31, 1567, 784, 584, 832, 20, 169, 1314, 1391, 1175]",33305,33600,295,0.5114260260015726,,,0.4,800,5,40,5,50,6,25
distorted_greedy,"[687, 37, 990, 287, 223, 741, 852, 1495, 691, 1138, 1465, 1339, 1371, 1411, 1687, 31, 1567, 784, 584, 832, 20, 169, 1314, 1391, 1175, 1231, 359, 12, 1655, 1694]",37190,37600,410,0.5875353079754859,,,0.4,800,5,40,5,50,6,30
distorted_greedy,"[687, 37, 990, 287, 223, 741, 852, 1495, 691, 1138, 1465, 1339, 1371, 1411, 1687, 31, 1567, 784, 584, 832, 20, 169, 1314, 1391, 1175, 1231, 359, 12, 1655, 1694, 152]",37955,38400,445,0.6540709920227528,,,0.4,800,5,40,5,50,6,35
distorted_greedy,"[687, 37, 990, 287, 223, 741, 852, 1495, 691, 1138, 1465, 1339, 1371, 1411, 1687, 31, 1567, 784, 584, 832, 20, 169, 1314, 1391, 1175, 1231, 359, 12, 1655, 1694, 152]",37955,38400,445,0.8108660340076312,,,0.4,800,5,40,5,50,6,40
distorted_greedy,"[687, 37, 990, 287, 223, 741, 852, 1495, 691, 1138, 1465, 1339, 1371, 1411, 1687, 31, 1567, 784, 584, 832, 20, 169, 1314, 1391, 1175, 1231, 359, 12, 1655, 1694, 152]",37955,38400,445,0.9449975800234824,,,0.4,800,5,40,5,50,6,45
distorted_greedy,"[687, 37, 990, 287, 223, 741, 852, 1495, 691, 1138, 1465, 1339, 1371, 1411, 1687, 31, 1567, 784, 584, 832, 20, 169, 1314, 1391, 1175, 1231, 359, 12, 1655, 1694, 152]",37955,38400,445,1.2147444230504334,,,0.4,800,5,40,5,50,6,50
stochastic_distorted_greedy,[687],3190,3200,10,0.01644595409743488,,0.01,0.4,800,5,40,5,50,6,1
stochastic_distorted_greedy,"[687, 37, 990, 287, 769]",13446,13600,154,0.07625836902298033,,0.01,0.4,800,5,40,5,50,6,5
stochastic_distorted_greedy,"[728, 990, 37, 769, 287, 1495, 687, 852, 1038, 1465]",20599,20800,201,0.08705782296601683,,0.01,0.4,800,5,40,5,50,6,10
stochastic_distorted_greedy,"[687, 394, 691, 287, 37, 769, 741, 852, 702, 1635, 602, 1371, 221, 1287, 31]",26131,26400,269,0.10412395989987999,,0.01,0.4,800,5,40,5,50,6,15
stochastic_distorted_greedy,"[687, 394, 610, 223, 1138, 37, 832, 602, 1411, 1465, 900, 1371, 1679, 691, 221, 784, 892, 728, 31, 1463]",29306,29600,294,0.10226450499612838,,0.01,0.4,800,5,40,5,50,6,20
