alg,sol,val,submodular_val,cost,runtime,error_epsilon,sample_epsilon,user_sample_ratio,scaling_factor,num_rare_skills,num_common_skills,num_popular_skills,num_sampled_skills,seed,k
greedy,[523],2390,2400,10,0.00026574096409603953,,,0.001,800,1,3,1,50,6,
greedy,"[224, 178, 59, 1008, 653, 1526, 263, 974, 1299, 1380, 1403, 1744, 1736, 571, 726, 88, 1072, 296, 502, 1152]",22839,23200,361,0.7284915180061944,,,0.1,800,5,5,25,50,6,
greedy,"[376, 1310, 1072, 963, 933, 1324, 179, 1411, 477, 1451, 1552, 1679, 0, 412, 754, 1391, 1403, 1671, 396, 702, 796, 519, 296, 534, 152]",27644,28000,356,2.831643982033711,,,0.2,800,5,5,30,50,6,
greedy,"[1390, 798, 793, 735, 974, 1229, 376, 1580, 176, 1301, 1408, 1640, 256, 263, 734, 815, 894, 1103, 1380, 592, 122, 359, 296, 1694]",30915,31200,285,6.488292494963389,,,0.3,800,5,5,33,50,6,
greedy,"[463, 1679, 1579, 221, 798, 784, 741, 687, 1580, 616, 1684, 1408, 584, 793, 1192, 1640, 20, 649, 734, 735, 1303, 122, 1539, 1655, 1694, 152]",31684,32000,316,11.792204413970467,,,0.4,800,5,5,33,50,6,
greedy,"[517, 1453, 1413, 484, 741, 521, 701, 1005, 290, 1253, 1465, 528, 31, 376, 725, 793, 636, 1486, 1580, 796, 1231, 378, 933, 12, 123, 600, 1694, 1729]",33245,33600,355,16.671632373007014,,,0.5,800,5,5,34,50,6,
greedy,"[1273, 771, 898, 484, 0, 488, 1662, 223, 705, 337, 1465, 1453, 395, 832, 1669, 169, 576, 862, 1694]",33294,33600,306,23.403037774027325,,,0.6,800,5,5,34,50,6,
greedy,"[1273, 1139, 484, 1230, 584, 702, 33, 376, 1620, 1005, 358, 849, 1411, 31, 1662, 832, 735, 1580, 796, 1231, 353]",34876,35200,324,31.73885554500157,,,0.7,800,5,5,35,50,6,
greedy,"[1139, 1273, 484, 1229, 771, 556, 1253, 1465, 463, 487, 1489, 629, 849, 31, 1223, 395, 897, 229, 832, 909, 592]",34965,35200,235,41.86339113401482,,,0.8,800,5,5,35,50,6,
greedy,"[1098, 386, 1703, 528, 1066, 1315, 408, 852, 1390, 1031, 477, 1548, 897, 1408, 514, 1197, 237, 1637]",34967,35200,233,53.48938513902249,,,0.9,800,5,5,35,50,6,
greedy,"[1089, 1139, 1413, 485, 106, 701, 1309, 110, 376, 20, 592, 903, 1273, 1465, 897, 1298, 862]",35831,36000,169,64.94909303501481,,,1.0,800,5,5,35,50,6,
greedy,[],0,0,0,0.00025678600650280714,,,0.001,800,0,1,1,50,7,
greedy,"[1698, 464, 1315, 1490, 1288, 1087, 684, 1171, 1127, 895, 1535, 1732, 623, 101, 671]",21320,21600,280,0.6828656780417077,,,0.1,800,5,5,25,50,7,
greedy,"[37, 412, 458, 972, 229, 241, 769, 43, 798, 1470, 1054, 1074, 1566, 540, 1173, 396, 681, 1231, 1008, 179, 1171]",26008,26400,392,2.7019259660155512,,,0.2,800,5,5,30,50,7,
greedy,"[1664, 837, 1008, 458, 714, 326, 1054, 1495, 681, 961, 887, 1102, 1470, 229, 832, 263, 1535, 249, 1081, 1319, 410, 503, 869]",30032,30400,368,5.919054443016648,,,0.3,800,5,5,32,50,7,
greedy,"[517, 848, 110, 353, 1417, 1320, 1011, 756, 1543, 887, 798, 1132, 1470, 1548, 1313, 229, 1303, 1355, 1580, 1697, 540, 729, 237, 464, 1722, 970]",31643,32000,357,10.538343326014001,,,0.4,800,5,5,33,50,7,
greedy,"[463, 1056, 48, 1543, 1171, 488, 887, 858, 1317, 43, 1465, 981, 1132, 757, 789, 1697, 540, 1173, 729, 334, 464, 978, 110, 1188, 503]",33181,33600,419,16.463082275004126,,,0.5,800,5,5,34,50,7,
greedy,"[1664, 463, 1561, 1294, 1033, 1171, 887, 1384, 1436, 586, 353, 1411, 528, 420, 484, 1391, 1604, 1173, 729, 1231, 410, 1046, 110]",31690,32000,310,23.59803190996172,,,0.6,800,5,5,34,50,7,
greedy,"[1273, 459, 703, 1453, 1005, 1465, 887, 729, 192, 334, 43, 1629, 528, 981, 31, 892, 1054, 1097, 1173, 110, 1188, 152, 869]",33236,33600,364,32.00356474594446,,,0.7,800,5,5,35,50,7,
