alg,sol,val,submodular_val,cost,runtime,error_epsilon,sample_epsilon,user_sample_ratio,scaling_factor,num_rare_skills,num_common_skills,num_popular_skills,num_sampled_skills,seed,k,cardinality_constraint,num_of_partitions
partition_matroid_greedy,[3351],5575,5600,25,8.085902262944728,,,1,800,5,5,40,50,6,,1,1
cost_scaled_partition_matroid_greedy,[3351],5575,5600,25,7.79716642992571,,,1,800,5,5,40,50,6,,1,1
cost_scaled_partition_matroid_lazy_greedy,[3351],5575,5600,25,1.5631739131640643,,,1,800,5,5,40,50,6,,1,1
cost_scaled_partition_matroid_scaled_lazy_greedy,[3351],5575,5600,25,1.6837103590369225,,,1,800,5,5,40,50,6,,1,1
partition_matroid_greedy,"[3351, 2976]",9875,10400,525,10.56167275691405,,,1,800,5,5,40,50,6,,1,2
cost_scaled_partition_matroid_greedy,"[3351, 55]",9475,9600,125,11.625072988215834,,,1,800,5,5,40,50,6,,1,2
cost_scaled_partition_matroid_lazy_greedy,"[3351, 55]",9475,9600,125,1.7543302308768034,,,1,800,5,5,40,50,6,,1,2
cost_scaled_partition_matroid_scaled_lazy_greedy,"[3351, 55]",9475,9600,125,1.6286317589692771,,,1,800,5,5,40,50,6,,1,2
partition_matroid_greedy,"[3351, 4315, 455]",11850,12000,150,9.209628239972517,,,1,800,5,5,40,50,6,,1,3
cost_scaled_partition_matroid_greedy,"[3351, 4315, 455]",11850,12000,150,9.32002653600648,,,1,800,5,5,40,50,6,,1,3
cost_scaled_partition_matroid_lazy_greedy,"[3351, 4315, 455]",11850,12000,150,1.7489165777806193,,,1,800,5,5,40,50,6,,1,3
cost_scaled_partition_matroid_scaled_lazy_greedy,"[3351, 4315, 455]",11850,12000,150,1.5669278628192842,,,1,800,5,5,40,50,6,,1,3
partition_matroid_greedy,"[3351, 4315, 4198, 2669]",13420,13600,180,9.173647961113602,,,1,800,5,5,40,50,6,,1,4
cost_scaled_partition_matroid_greedy,"[3351, 4315, 4198, 2669]",13420,13600,180,9.23144875606522,,,1,800,5,5,40,50,6,,1,4
cost_scaled_partition_matroid_lazy_greedy,"[3351, 4315, 4198, 2669]",13420,13600,180,1.7394772849511355,,,1,800,5,5,40,50,6,,1,4
cost_scaled_partition_matroid_scaled_lazy_greedy,"[3351, 4315, 4198, 2669]",13420,13600,180,1.734935861080885,,,1,800,5,5,40,50,6,,1,4
partition_matroid_greedy,"[3351, 85, 3840, 4050, 1053]",15775,16000,225,12.75396564300172,,,1,800,5,5,40,50,6,,1,5
cost_scaled_partition_matroid_greedy,"[3351, 85, 3840, 4050, 1053]",15775,16000,225,9.519193292129785,,,1,800,5,5,40,50,6,,1,5
cost_scaled_partition_matroid_lazy_greedy,"[3351, 85, 3840, 4050, 1053]",15775,16000,225,2.213983613997698,,,1,800,5,5,40,50,6,,1,5
cost_scaled_partition_matroid_scaled_lazy_greedy,"[3351, 85, 3840, 4050, 1053]",15775,16000,225,1.7165964229498059,,,1,800,5,5,40,50,6,,1,5
partition_matroid_greedy,"[3351, 85]",10275,10400,125,10.481887345202267,,,1,800,5,5,40,50,6,,2,1
cost_scaled_partition_matroid_greedy,"[3351, 85]",10275,10400,125,10.533307986799628,,,1,800,5,5,40,50,6,,2,1
cost_scaled_partition_matroid_lazy_greedy,"[3351, 85]",10275,10400,125,2.037287015002221,,,1,800,5,5,40,50,6,,2,1
cost_scaled_partition_matroid_scaled_lazy_greedy,"[3351, 85]",10275,10400,125,2.0375048930291086,,,1,800,5,5,40,50,6,,2,1
partition_matroid_greedy,"[3351, 85, 4198, 2669]",13420,13600,180,10.350420263130218,,,1,800,5,5,40,50,6,,2,2
