alg,sol,val,submodular_val,cost,runtime,error_epsilon,sample_epsilon,user_sample_ratio,scaling_factor,num_rare_skills,num_common_skills,num_popular_skills,num_sampled_skills,seed,k,cardinality_constraint,num_of_partitions
cost_scaled_partition_matroid_lazy_greedy,[3351],5575,5600,25,2.2933282909943955,,,1,800,5,5,40,50,6,,1,1
baseline_topk_matroid,[3351],5575,5600,25,1.9264804549966357,,,1,800,5,5,40,50,6,,1,1
cost_scaled_partition_matroid_lazy_greedy,"[3351, 2976]",9875,10400,525,2.018494676995033,,,1,800,5,5,40,50,6,,1,2
baseline_topk_matroid,"[3351, 2976]",9875,10400,525,1.9870238439980312,,,1,800,5,5,40,50,6,,1,2
cost_scaled_partition_matroid_lazy_greedy,"[3351, 2976, 3133]",10875,12000,1125,2.235044157001539,,,1,800,5,5,40,50,6,,1,3
baseline_topk_matroid,"[3351, 2976, 3133]",10875,12000,1125,1.9778113829961512,,,1,800,5,5,40,50,6,,1,3
cost_scaled_partition_matroid_lazy_greedy,"[3351, 85, 2976]",11375,12000,625,2.2775238640024327,,,1,800,5,5,40,50,6,,1,4
baseline_topk_matroid,"[3351, 55, 2976]",11375,12000,625,1.7485138030024245,,,1,800,5,5,40,50,6,,1,4
cost_scaled_partition_matroid_lazy_greedy,"[3351, 85, 1198, 2976]",12775,13600,825,2.1745809210042353,,,1,800,5,5,40,50,6,,1,5
baseline_topk_matroid,"[3351, 55, 2976, 1103]",11975,12800,825,1.5379373410032713,,,1,800,5,5,40,50,6,,1,5
cost_scaled_partition_matroid_lazy_greedy,"[3351, 85]",10275,10400,125,1.8921174860006431,,,1,800,5,5,40,50,6,,2,1
baseline_topk_matroid,"[3351, 55]",9475,9600,125,1.5456530099982047,,,1,800,5,5,40,50,6,,2,1
cost_scaled_partition_matroid_lazy_greedy,"[3351, 85, 2976, 3018]",12475,13600,1125,1.8682140439996147,,,1,800,5,5,40,50,6,,2,2
baseline_topk_matroid,"[3351, 55, 2976, 3018]",11675,12800,1125,1.522262459002377,,,1,800,5,5,40,50,6,,2,2
cost_scaled_partition_matroid_lazy_greedy,"[3351, 85, 479, 1198, 627, 3133]",13535,15200,1665,1.918572929003858,,,1,800,5,5,40,50,6,,2,3
baseline_topk_matroid,"[3351, 55, 2976, 3018, 3133, 627]",12075,14400,2325,1.6963735609970172,,,1,800,5,5,40,50,6,,2,3
cost_scaled_partition_matroid_lazy_greedy,"[3351, 85, 3840, 3508, 2976, 3359]",15725,16800,1075,2.3239670539987856,,,1,800,5,5,40,50,6,,2,4
baseline_topk_matroid,"[3351, 55, 85, 2976, 3018, 4424]",13148,14400,1252,2.075749559000542,,,1,800,5,5,40,50,6,,2,4
cost_scaled_partition_matroid_lazy_greedy,"[3351, 85, 3840, 3508, 4246, 2976, 791, 3946]",17535,19200,1665,2.1893088599972543,,,1,800,5,5,40,50,6,,2,5
baseline_topk_matroid,"[3351, 55, 85, 2976, 3018, 4424, 1770, 3022]",14348,16000,1652,2.40296185099578,,,1,800,5,5,40,50,6,,2,5
cost_scaled_partition_matroid_lazy_greedy,"[3351, 85, 3840]",12650,12800,150,1.9158038809982827,,,1,800,5,5,40,50,6,,3,1
baseline_topk_matroid,"[3351, 55, 85]",10975,11200,225,2.3023443420024705,,,1,800,5,5,40,50,6,,3,1
cost_scaled_partition_matroid_lazy_greedy,"[3351, 85, 3840, 2976, 1063, 3359]",14750,16000,1250,2.51154667299852,,,1,800,5,5,40,50,6,,3,2
baseline_topk_matroid,"[3351, 55, 85, 2976, 3018, 3133]",12575,14400,1825,1.662826909996511,,,1,800,5,5,40,50,6,,3,2
