alg,sol,val,submodular_val,cost,runtime,error_epsilon,sample_epsilon,user_sample_ratio,scaling_factor,num_rare_skills,num_common_skills,num_popular_skills,num_sampled_skills,seed,k,cardinality_constraint,num_of_partitions
partition_matroid_greedy,[20],3190,3200,10,1.2141800080426037,,,1,800,5,40,5,50,6,,1,1
cost_scaled_partition_matroid_greedy,[20],3190,3200,10,1.280393733177334,,,1,800,5,40,5,50,6,,1,1
cost_scaled_partition_matroid_lazy_greedy,[20],3190,3200,10,0.30462961504235864,,,1,800,5,40,5,50,6,,1,1
cost_scaled_partition_matroid_scaled_lazy_greedy,[20],3190,3200,10,0.24494179105386138,,,1,800,5,40,5,50,6,,1,1
partition_matroid_greedy,"[20, 805]",5585,5600,15,1.2787889610044658,,,1,800,5,40,5,50,6,,1,2
cost_scaled_partition_matroid_greedy,"[20, 805]",5585,5600,15,1.3883523780386895,,,1,800,5,40,5,50,6,,1,2
cost_scaled_partition_matroid_lazy_greedy,"[20, 805]",5585,5600,15,0.28484783601015806,,,1,800,5,40,5,50,6,,1,2
cost_scaled_partition_matroid_scaled_lazy_greedy,"[20, 805]",5585,5600,15,0.22762524313293397,,,1,800,5,40,5,50,6,,1,2
partition_matroid_greedy,"[20, 1098, 1309]",7967,8000,33,1.4780072970315814,,,1,800,5,40,5,50,6,,1,3
cost_scaled_partition_matroid_greedy,"[20, 1098, 1309]",7967,8000,33,1.300978136016056,,,1,800,5,40,5,50,6,,1,3
cost_scaled_partition_matroid_lazy_greedy,"[20, 1098, 1309]",7967,8000,33,0.24377991096116602,,,1,800,5,40,5,50,6,,1,3
cost_scaled_partition_matroid_scaled_lazy_greedy,"[20, 1098, 1309]",7967,8000,33,0.22489807615056634,,,1,800,5,40,5,50,6,,1,3
partition_matroid_greedy,"[20, 805, 858, 913]",10362,10400,38,1.340408085146919,,,1,800,5,40,5,50,6,,1,4
cost_scaled_partition_matroid_greedy,"[20, 805, 858, 913]",10362,10400,38,1.2692820618394762,,,1,800,5,40,5,50,6,,1,4
cost_scaled_partition_matroid_lazy_greedy,"[20, 805, 858, 913]",10362,10400,38,0.255919893970713,,,1,800,5,40,5,50,6,,1,4
cost_scaled_partition_matroid_scaled_lazy_greedy,"[20, 805, 858, 913]",10362,10400,38,0.2713621389120817,,,1,800,5,40,5,50,6,,1,4
partition_matroid_greedy,"[20, 1098, 858, 913, 31]",11959,12000,41,1.5149468900635839,,,1,800,5,40,5,50,6,,1,5
cost_scaled_partition_matroid_greedy,"[20, 1098, 858, 913, 31]",11959,12000,41,1.478718737140298,,,1,800,5,40,5,50,6,,1,5
cost_scaled_partition_matroid_lazy_greedy,"[20, 1098, 858, 913, 31]",11959,12000,41,0.3134768179152161,,,1,800,5,40,5,50,6,,1,5
cost_scaled_partition_matroid_scaled_lazy_greedy,"[20, 1098, 858, 913, 31]",11959,12000,41,0.24374347808770835,,,1,800,5,40,5,50,6,,1,5
partition_matroid_greedy,"[20, 1098]",5587,5600,13,1.6676006729248911,,,1,800,5,40,5,50,6,,2,1
cost_scaled_partition_matroid_greedy,"[20, 1098]",5587,5600,13,1.2542014771606773,,,1,800,5,40,5,50,6,,2,1
cost_scaled_partition_matroid_lazy_greedy,"[20, 1098]",5587,5600,13,0.2729757968336344,,,1,800,5,40,5,50,6,,2,1
cost_scaled_partition_matroid_scaled_lazy_greedy,"[20, 1098]",5587,5600,13,0.2813463010825217,,,1,800,5,40,5,50,6,,2,1
partition_matroid_greedy,"[20, 1098, 858, 1309]",10359,10400,41,1.431935038883239,,,1,800,5,40,5,50,6,,2,2
cost_scaled_partition_matroid_greedy,"[20, 1098, 858, 1309]",10359,10400,41,1.290572406956926,,,1,800,5,40,5,50,6,,2,2
cost_scaled_partition_matroid_lazy_greedy,"[20, 1098, 858, 1309]",10359,10400,41,0.25777534395456314,,,1,800,5,40,5,50,6,,2,2
cost_scaled_partition_matroid_scaled_lazy_greedy,"[20, 1098, 858, 1309]",10359,10400,41,0.24345927801914513,,,1,800,5,40,5,50,6,,2,2
partition_matroid_greedy,"[20, 1098, 858, 1309, 977, 221]",14319,14400,81,1.4175181968603283,,,1,800,5,40,5,50,6,,2,3
cost_scaled_partition_matroid_greedy,"[20, 1098, 858, 1309, 977, 221]",14319,14400,81,1.8387346260715276,,,1,800,5,40,5,50,6,,2,3
