alg,sol,val,submodular_val,cost,runtime,error_epsilon,sample_epsilon,user_sample_ratio,scaling_factor,num_rare_skills,num_common_skills,num_popular_skills,num_sampled_skills,seed,k
greedy,[1243],2375,2400,25,0.07969366200268269,,,0.4,800,5,40,5,50,6,1
greedy,"[1243, 2032, 3787, 4335, 419]",9470,9600,130,0.6011922470061108,,,0.4,800,5,40,5,50,6,5
greedy,"[1243, 2032, 3787, 4335, 419, 2746, 4532, 3050, 923, 1327]",14970,16000,1030,1.205841172952205,,,0.4,800,5,40,5,50,6,10
greedy,"[1243, 2032, 3787, 4335, 419, 2746, 4532, 3050, 923, 1327, 1604, 1625, 2157, 2198, 2431]",18845,20000,1155,1.8636129570077173,,,0.4,800,5,40,5,50,6,15
greedy,"[1243, 2032, 3787, 4335, 419, 2746, 4532, 3050, 923, 1327, 1604, 1625, 2157, 2198, 2431, 2716, 3041, 3721, 3937, 4386]",22720,24000,1280,2.3999278369592503,,,0.4,800,5,40,5,50,6,20
greedy,"[1243, 2032, 3787, 4335, 419, 2746, 4532, 3050, 923, 1327, 1604, 1625, 2157, 2198, 2431, 2716, 3041, 3721, 3937, 4386, 92, 4031, 3088, 981, 134]",26514,28000,1486,3.1396845300332643,,,0.4,800,5,40,5,50,6,25
greedy,"[1243, 2032, 3787, 4335, 419, 2746, 4532, 3050, 923, 1327, 1604, 1625, 2157, 2198, 2431, 2716, 3041, 3721, 3937, 4386, 92, 4031, 3088, 981, 134, 1451, 4471, 4482, 1481, 318]",29764,32000,2236,3.4278801410109736,,,0.4,800,5,40,5,50,6,30
greedy,"[1243, 2032, 3787, 4335, 419, 2746, 4532, 3050, 923, 1327, 1604, 1625, 2157, 2198, 2431, 2716, 3041, 3721, 3937, 4386, 92, 4031, 3088, 981, 134, 1451, 4471, 4482, 1481, 318, 975, 2448, 2626]",30714,34400,3686,4.0982478960067965,,,0.4,800,5,40,5,50,6,35
greedy,"[1243, 2032, 3787, 4335, 419, 2746, 4532, 3050, 923, 1327, 1604, 1625, 2157, 2198, 2431, 2716, 3041, 3721, 3937, 4386, 92, 4031, 3088, 981, 134, 1451, 4471, 4482, 1481, 318, 975, 2448, 2626]",30714,34400,3686,4.553119263029657,,,0.4,800,5,40,5,50,6,40
greedy,"[1243, 2032, 3787, 4335, 419, 2746, 4532, 3050, 923, 1327, 1604, 1625, 2157, 2198, 2431, 2716, 3041, 3721, 3937, 4386, 92, 4031, 3088, 981, 134, 1451, 4471, 4482, 1481, 318, 975, 2448, 2626]",30714,34400,3686,5.267490123980679,,,0.4,800,5,40,5,50,6,45
