alg,sol,val,submodular_val,cost,runtime,lazy_epsilon,sample_epsilon,user_sample_ratio,scaling_factor,num_rare_skills,num_common_skills,num_popular_skills,num_sampled_skills,seed
cost_scaled_greedy,"{771, 2569, 906, 784, 1558, 3606, 3868, 1438, 4004, 3878, 686, 3887, 4532, 1988, 1487, 210, 1235, 600, 2015, 2657, 2792, 1897, 1517, 622, 624, 2809}",27260,28800,1540,328.655397946015,,,0.5,800,5,40,5,50,6
cost_scaled_lazy_exact_greedy,"{771, 1988, 2569, 906, 1487, 784, 210, 1235, 1558, 3606, 600, 3868, 1438, 2015, 2657, 4004, 3878, 2792, 1897, 1517, 686, 3887, 622, 624, 4532, 2809}",27260,28800,1540,0.04981765599222854,,,0.5,800,5,40,5,50,6
cost_scaled_greedy,"{2424, 1770, 3186, 895}",3425,4000,575,0.011828849965240806,,,0.005,800,5,40,5,50,7
cost_scaled_lazy_exact_greedy,"{2424, 1770, 3186, 895}",3425,4000,575,0.0006778679671697319,,,0.005,800,5,40,5,50,7
cost_scaled_greedy,"{3456, 161, 3681, 3233, 356, 1506, 3746, 1995, 4396, 3468, 492, 1778, 147, 4020, 3383, 1978, 2013}",17445,18400,955,9.690022709022742,,,0.1,800,5,40,5,50,7
cost_scaled_lazy_exact_greedy,"{3456, 1995, 3468, 147, 2013, 161, 3681, 1506, 356, 3233, 3746, 4396, 492, 1778, 4020, 3383, 1978}",17445,18400,955,0.007621714961715043,,,0.1,800,5,40,5,50,7
cost_scaled_greedy,"{3552, 3553, 98, 3331, 932, 1464, 136, 2079, 1617, 1106, 4530, 3956, 3668, 4534, 147, 2168, 4346, 3739, 892, 767}",19635,21600,1965,49.96946415503044,,,0.2,800,5,40,5,50,7
cost_scaled_lazy_exact_greedy,"{3331, 136, 1617, 1106, 147, 3668, 3739, 2168, 2079, 3552, 3553, 98, 932, 4530, 3956, 4534, 1464, 4346, 892, 767}",19635,21600,1965,0.013954691996332258,,,0.2,800,5,40,5,50,7
cost_scaled_greedy,"{3331, 4235, 4113, 924, 932, 3368, 4530, 4534, 823, 3132, 317, 1984, 2242, 3145, 1995, 2508, 1625, 858, 2011, 1884, 3041, 4199, 2026, 619, 4075, 1778, 3070}",29105,31200,2095,132.8702939580544,,,0.3,800,5,40,5,50,7
cost_scaled_lazy_exact_greedy,"{1984, 2242, 3331, 3145, 4235, 1995, 2508, 4113, 1625, 858, 2011, 924, 1884, 3041, 932, 4199, 3368, 2026, 619, 4075, 4530, 1778, 4534, 823, 3132, 317, 3070}",29105,31200,2095,0.04017642803955823,,,0.3,800,5,40,5,50,7
cost_scaled_greedy,"{9, 1420, 1430, 2077, 670, 32, 1447, 4265, 2731, 2553, 3380, 189, 3145, 721, 2641, 2900, 2646, 1115, 95, 3170, 1763, 2804, 3321, 1661}",24120,25600,1480,206.70118973305216,,,0.4,800,5,40,5,50,7
cost_scaled_lazy_exact_greedy,"{3321, 9, 3145, 1420, 721, 2641, 2900, 1430, 2646, 1115, 2077, 670, 95, 32, 3170, 1763, 1661, 1447, 4265, 2731, 3380, 2804, 2553, 189}",24120,25600,1480,0.02947725501144305,,,0.4,800,5,40,5,50,7
cost_scaled_greedy,"{932, 2987, 943, 4529, 179, 1718, 950, 567, 449, 2242, 3523, 324, 4552, 2252, 78, 2898, 981, 983, 1752, 3675, 2799, 1778, 2806, 375, 4088, 4474, 1151}",32591,34400,1809,351.5328227180289,,,0.5,800,5,40,5,50,7
cost_scaled_lazy_exact_greedy,"{449, 2242, 3523, 324, 4552, 2252, 78, 2898, 981, 983, 1752, 4088, 3675, 375, 932, 567, 2987, 943, 2799, 4529, 1778, 179, 1718, 950, 2806, 4474, 1151}",32591,34400,1809,0.05803758604452014,,,0.5,800,5,40,5,50,7
cost_scaled_greedy,"{1408, 3237, 1671, 2699, 3354}",5500,6400,900,0.01057094003772363,,,0.005,800,5,40,5,50,8
cost_scaled_lazy_exact_greedy,"{1408, 3237, 1671, 3354, 2699}",5500,6400,900,0.00046066497452557087,,,0.005,800,5,40,5,50,8
cost_scaled_greedy,"{932, 6, 233, 4170, 2987, 2122, 2425, 2699, 2898, 1234, 1653, 55, 3672, 4473, 1082, 732}",16639,17600,961,9.041301832010504,,,0.1,800,5,40,5,50,8
cost_scaled_lazy_exact_greedy,"{6, 4170, 2122, 2699, 1234, 2898, 3672, 732, 932, 233, 4473, 2987, 1653, 55, 2425, 1082}",16639,17600,961,0.00934173003770411,,,0.1,800,5,40,5,50,8
cost_scaled_greedy,"{3584, 2817, 2434, 6, 3599, 4128, 1441, 805, 1456, 1201, 1843, 435, 3509, 2486, 1976, 574, 1987, 336, 2641, 3674, 4323, 4473, 2809}",20495,22400,1905,50.10447352897609,,,0.2,800,5,40,5,50,8
cost_scaled_lazy_exact_greedy,"{3584, 2817, 2434, 1987, 6, 3724, 3599, 336, 2641, 3674, 4128, 1441, 4323, 805, 1456, 1201, 1843, 435, 3509, 2486, 1976, 2809, 574}",20495,22400,1905,0.022300162992905825,,,0.2,800,5,40,5,50,8
cost_scaled_greedy,"{416, 3075, 579, 932, 3268, 1191, 3912, 3275, 3374, 2384, 1234, 824, 340, 981, 790, 55, 2168, 2809, 2458, 1977}",22616,24000,1384,105.8300830280059,,,0.3,800,5,40,5,50,8
cost_scaled_lazy_exact_greedy,"{3075, 579, 3268, 3912, 3275, 2384, 1234, 340, 981, 790, 2458, 1977, 2168, 416, 932, 1191, 3374, 55, 824, 2809}",22616,24000,1384,0.025064649991691113,,,0.3,800,5,40,5,50,8
cost_scaled_greedy,"{3075, 4484, 3335, 423, 1064, 2855, 3368, 2987, 2861, 1201, 3255, 569, 579, 70, 723, 1243, 3291, 3808, 1124, 1132, 3052, 622, 1648, 4081, 2930, 4473, 638}",25219,26400,1181,244.31170943001052,,,0.4,800,5,40,5,50,8
cost_scaled_lazy_exact_greedy,"{3075, 4484, 579, 70, 3335, 4473, 723, 1243, 3291, 3808, 1124, 423, 1064, 2855, 3368, 2987, 1132, 2861, 3052, 622, 1648, 1201, 4081, 2930, 3255, 569, 638}",25219,26400,1181,0.027330373995937407,,,0.4,800,5,40,5,50,8
cost_scaled_greedy,"{1540, 7, 782, 3600, 4241, 2327, 161, 3876, 1572, 2476, 813, 55, 574, 4030, 2757, 70, 1095, 201, 1354, 3659, 3919, 3668, 1237, 1243, 3679, 356, 1264, 4469, 3706, 4221}",32045,33600,1555,368.4489349409705,,,0.5,800,5,40,5,50,8
cost_scaled_lazy_exact_greedy,"{1540, 2757, 70, 7, 1095, 201, 1354, 3659, 782, 3919, 3600, 4241, 3668, 1237, 2327, 1243, 3679, 161, 3876, 1572, 356, 2476, 813, 1264, 4030, 4469, 55, 3706, 4221, 574}",32045,33600,1555,0.048521814052946866,,,0.5,800,5,40,5,50,8
cost_scaled_greedy,"{4371, 2564}",1300,1600,300,0.009492926008533686,,,0.005,800,5,40,5,50,9
cost_scaled_lazy_exact_greedy,"{4371, 2564}",1300,1600,300,0.0004429920227266848,,,0.005,800,5,40,5,50,9
cost_scaled_greedy,"{3075, 1283, 2564, 4231, 1002, 1853, 2157, 3418, 2479, 3311, 3864, 3248, 2164, 1204, 118, 2775, 4280, 2362, 3132, 4285}",15810,16800,990,10.923965234018397,,,0.1,800,5,40,5,50,9
cost_scaled_lazy_exact_greedy,"{1283, 2564, 326, 4231, 1547, 977, 2775, 3864, 3418, 1115, 1002, 2479, 3311, 3248, 1204, 118, 4285, 2362, 3132, 1853}",15810,16800,990,0.007251699978951365,,,0.1,800,5,40,5,50,9
cost_scaled_greedy,"{896, 2434, 3462, 3463, 392, 4234, 3857, 3864, 1816, 3616, 2210, 4396, 3248, 3507, 2490, 4155, 4027, 317, 195, 709, 4172, 3791, 2385, 735, 98, 1640, 3197}",26760,28800,2040,53.90645691199461,,,0.2,800,5,40,5,50,9
cost_scaled_lazy_exact_greedy,"{896, 2434, 195, 709, 3462, 3463, 392, 4234, 4172, 3791, 3857, 2385, 3197, 3864, 1816, 735, 3616, 2210, 98, 4027, 1640, 4396, 3248, 3507, 2490, 4155, 317}",26760,28800,2040,0.015259884006809443,,,0.2,800,5,40,5,50,9
cost_scaled_greedy,"{3462, 3848, 1679, 3727, 24, 2716, 3368, 1204, 2490, 1980, 2244, 3912, 1995, 2385, 88, 351, 3041, 618, 1644, 1132, 622, 2669, 3959, 2553}",30205,31200,995,108.11389149801107,,,0.3,800,5,40,5,50,9
cost_scaled_lazy_exact_greedy,"{2244, 3462, 3848, 3912, 1995, 1679, 3727, 2385, 24, 88, 2716, 351, 3041, 3368, 618, 1644, 1132, 622, 2669, 1204, 3959, 2553, 2490, 1980}",30205,31200,995,0.03849189798347652,,,0.3,800,5,40,5,50,9
cost_scaled_greedy,"{896, 2064, 24, 1433, 3740, 1564, 4125, 3874, 1575, 3630, 2607, 824, 2490, 3131, 442, 3145, 715, 598, 4055, 215, 2279, 3944, 3945, 4461, 246, 1404}",28348,29600,1252,212.74674950895132,,,0.4,800,5,40,5,50,9
cost_scaled_lazy_exact_greedy,"{896, 3145, 715, 2064, 598, 4055, 24, 1433, 215, 3740, 1564, 4125, 3874, 1575, 2279, 3944, 3945, 4461, 3630, 2607, 442, 246, 824, 2490, 3131, 1404}",28348,29600,1252,0.044713392038829625,,,0.4,800,5,40,5,50,9
cost_scaled_greedy,"{3712, 4355, 6, 141, 3598, 2064, 2451, 21, 4501, 3351, 2327, 3356, 1053, 2987, 4530, 3507, 3125, 1853, 3402, 3663, 2385, 231, 1132, 1517, 369, 1138, 629, 255}",30739,32800,2061,352.10303262399975,,,0.5,800,5,40,5,50,9
cost_scaled_lazy_exact_greedy,"{3712, 4355, 6, 3402, 141, 3598, 3663, 2064, 2385, 2451, 21, 4501, 3351, 2327, 3356, 1053, 231, 2987, 1132, 1517, 369, 4530, 3507, 1138, 3125, 629, 1853, 255}",30739,32800,2061,0.050540449970867485,,,0.5,800,5,40,5,50,9
cost_scaled_greedy,"{2064, 1858, 3590}",5500,5600,100,0.010898636013735086,,,0.005,800,5,40,5,50,10
cost_scaled_lazy_exact_greedy,"{2064, 1858, 3590}",5500,5600,100,0.0005376919871196151,,,0.005,800,5,40,5,50,10
cost_scaled_greedy,"{3616, 3684, 3912, 4106, 3311, 2064, 4529, 688, 3155, 1557, 2646, 410, 1214, 1246, 1407}",15880,16800,920,9.14653470297344,,,0.1,800,5,40,5,50,10
cost_scaled_lazy_exact_greedy,"{3616, 3684, 3912, 4106, 3311, 2064, 4529, 688, 3155, 1557, 2646, 410, 1214, 1246, 1407}",15880,16800,920,0.009861228987574577,,,0.1,800,5,40,5,50,10
cost_scaled_greedy,"{2064, 786, 1430, 1943, 1064, 1707, 946, 2995, 3380, 3383, 1214, 447, 3269, 201, 2249, 3146, 2900, 212, 2919, 624, 2418, 1653, 4086}",26040,27200,1160,49.46669304301031,,,0.2,800,5,40,5,50,10
cost_scaled_lazy_exact_greedy,"{3269, 201, 2249, 3146, 2064, 786, 2900, 212, 1430, 1943, 2919, 1064, 1707, 624, 946, 2995, 3380, 2418, 1653, 3383, 4086, 1214, 447}",26040,27200,1160,0.021298256004229188,,,0.2,800,5,40,5,50,10
cost_scaled_greedy,"{1800, 3211, 1933, 2064, 2324, 2198, 2969, 1178, 1053, 4130, 3108, 1067, 4529, 946, 3012, 2892, 2380, 4172, 3920, 2770, 2900, 1494, 728, 3549, 1899, 2804, 761, 2175}",24445,26400,1955,129.23289043997647,,,0.3,800,5,40,5,50,10
cost_scaled_lazy_exact_greedy,"{3012, 1800, 3211, 2892, 1933, 2380, 4172, 2064, 3920, 2770, 2324, 2900, 2198, 1494, 728, 2969, 1178, 1053, 3549, 4130, 3108, 1067, 1899, 4529, 946, 2804, 761, 2175}",24445,26400,1955,0.020615397952497005,,,0.3,800,5,40,5,50,10
cost_scaled_greedy,"{1808, 2198, 3873, 1314, 2213, 805, 40, 1327, 2229, 442, 4540, 4417, 3785, 1753, 1757, 606, 992, 3427, 3048, 2280, 3818, 747, 4332, 1778, 2420, 1909, 1143, 4216, 766}",30778,32000,1222,227.34179179999046,,,0.4,800,5,40,5,50,10
cost_scaled_lazy_exact_greedy,"{4417, 3785, 1808, 2198, 1753, 1757, 606, 992, 3873, 1314, 3427, 2213, 805, 40, 3048, 2280, 3818, 747, 4332, 1327, 1778, 2420, 2229, 1909, 1143, 4216, 442, 4540, 766}",30778,32000,1222,0.03495738800847903,,,0.4,800,5,40,5,50,10
cost_scaled_greedy,"{771, 3857, 1937, 3603, 2324, 3865, 543, 4522, 943, 692, 4532, 182, 829, 3134, 3269, 3910, 455, 3791, 981, 85, 3287, 2906, 220, 3820, 2802, 115, 3955, 1400, 1147, 1534}",33636,36000,2364,385.1950763440109,,,0.5,800,5,40,5,50,10
cost_scaled_lazy_exact_greedy,"{771, 3269, 3910, 455, 3791, 3857, 1937, 3603, 2324, 981, 85, 3287, 3865, 2906, 220, 543, 1534, 4522, 3820, 943, 2802, 115, 692, 4532, 182, 3955, 1400, 1147, 829, 3134}",33636,36000,2364,0.05897260399069637,,,0.5,800,5,40,5,50,10
