alg,sol,val,submodular_val,cost,runtime,error_epsilon,sample_epsilon,user_sample_ratio,scaling_factor,num_rare_skills,num_common_skills,num_popular_skills,num_sampled_skills,seed,k
stochastic_distorted_greedy,[1245],3190,3200,10,0.003850047000014456,,0.1,0.05,800,5,40,5,50,6,1
stochastic_distorted_greedy,[1245],3190,3200,10,0.008341420998476679,,0.05,0.05,800,5,40,5,50,6,1
stochastic_distorted_greedy,[1245],3190,3200,10,0.011495887996716192,,0.01,0.05,800,5,40,5,50,6,1
stochastic_distorted_greedy,[1245],3190,3200,10,0.014042726994375698,,0.005,0.05,800,5,40,5,50,6,1
stochastic_distorted_greedy,"[1245, 1072]",5570,5600,30,0.018073442995955702,,0.1,0.05,800,5,40,5,50,6,2
stochastic_distorted_greedy,"[1245, 1072]",5570,5600,30,0.024967637997178826,,0.05,0.05,800,5,40,5,50,6,2
stochastic_distorted_greedy,"[1245, 1072]",5570,5600,30,0.0336625149975589,,0.01,0.05,800,5,40,5,50,6,2
stochastic_distorted_greedy,"[1245, 1072]",5570,5600,30,0.03982022299896926,,0.005,0.05,800,5,40,5,50,6,2
stochastic_distorted_greedy,"[1245, 1072, 1380]",7160,7200,40,0.04408977200000663,,0.1,0.05,800,5,40,5,50,6,3
stochastic_distorted_greedy,"[531, 1008, 1072]",7940,8000,60,0.0490477950006607,,0.05,0.05,800,5,40,5,50,6,3
stochastic_distorted_greedy,"[1245, 1072, 1008]",7950,8000,50,0.05774264600040624,,0.01,0.05,800,5,40,5,50,6,3
stochastic_distorted_greedy,"[1245, 1072, 1008]",7950,8000,50,0.06502273099977174,,0.005,0.05,800,5,40,5,50,6,3
stochastic_distorted_greedy,"[1245, 1072, 1008, 1539]",9525,9600,75,0.07105961400156957,,0.1,0.05,800,5,40,5,50,6,4
stochastic_distorted_greedy,"[1245, 1591, 1008, 1097]",8750,8800,50,0.07683398900189786,,0.05,0.05,800,5,40,5,50,6,4
stochastic_distorted_greedy,"[1245, 1526, 1072, 1008]",9547,9600,53,0.08504519100097241,,0.01,0.05,800,5,40,5,50,6,4
stochastic_distorted_greedy,"[1245, 1072, 1526, 1744]",8757,8800,43,0.09775875600098516,,0.005,0.05,800,5,40,5,50,6,4
stochastic_distorted_greedy,"[1245, 1008, 523, 531, 1380]",10330,10400,70,0.1070912560026045,,0.1,0.05,800,5,40,5,50,6,5
stochastic_distorted_greedy,"[531, 1072, 1245, 1380, 1744]",10330,10400,70,0.11560158500287798,,0.05,0.05,800,5,40,5,50,6,5
stochastic_distorted_greedy,"[1245, 1526, 1072, 1008, 1539]",11122,11200,78,0.12689768500058562,,0.01,0.05,800,5,40,5,50,6,5
stochastic_distorted_greedy,"[1245, 1008, 1072, 1526, 1097]",11137,11200,63,0.1377496200002497,,0.005,0.05,800,5,40,5,50,6,5
stochastic_distorted_greedy,"[531, 1097, 1072, 1453, 1679, 439]",10335,10400,65,0.14373362900005304,,0.1,0.05,800,5,40,5,50,6,6
stochastic_distorted_greedy,"[1008, 1284, 1591, 1453, 1097, 1539]",11122,11200,78,0.15410939900175435,,0.05,0.05,800,5,40,5,50,6,6
